username,date,product,rating,review,sentiment_result,confidence,sentiment
user_602feb5e,2025-04-14,Infinix Note 30,3,Works as advertised. Might consider an upgrade later. No lag when using social apps.,"{'label': 'NEGATIVE', 'score': 0.9706249833106995}",0.9706249833106995,NEGATIVE
user_dad8541d,2025-08-15,Infinix Note 30,5,Solid device for the price. Battery life and display are impressive. Na real talk.,"{'label': 'POSITIVE', 'score': 0.9997037053108215}",0.9997037053108215,POSITIVE
user_cceac09a,2025-08-13,Infinix Note 30,1,The phone arrived with scratches and the charger was missing. Screen is bright and colors are rich.,"{'label': 'POSITIVE', 'score': 0.9995539784431458}",0.9995539784431458,POSITIVE
user_4861132b,2025-06-19,Infinix Note 30,3,"Decent device, but expected a bit more from the camera. Charges to 50% in 30 mins.","{'label': 'NEGATIVE', 'score': 0.9757866859436035}",0.9757866859436035,NEGATIVE
user_e7af731e,2025-08-11,Infinix Note 30,4,Very happy with my purchase. Smooth UI and no lag even with many apps.,"{'label': 'POSITIVE', 'score': 0.9998558759689331}",0.9998558759689331,POSITIVE
user_a7f64a96,2024-12-19,Infinix Note 30,4,Very happy with my purchase. Smooth UI and no lag even with many apps. Battery lasts longer than expected.,"{'label': 'POSITIVE', 'score': 0.9995778203010559}",0.9995778203010559,POSITIVE
user_58a60278,2025-04-14,Infinix Note 30,4,Very happy with my purchase. Smooth UI and no lag even with many apps. Delivery delayed by one week.,"{'label': 'POSITIVE', 'score': 0.9954943656921387}",0.9954943656921387,POSITIVE
user_bd8c113c,2024-11-13,Infinix Note 30,4,Fantastic build and fast performance. Camera is excellent for the price. Bought for my sibling.,"{'label': 'POSITIVE', 'score': 0.9998688697814941}",0.9998688697814941,POSITIVE
user_860e895b,2025-03-25,Infinix Note 30,4,"Excellent phone, reliable and fast. Customer service was helpful too. Na real talk.","{'label': 'POSITIVE', 'score': 0.9987443685531616}",0.9987443685531616,POSITIVE
user_201938f0,2024-12-09,Infinix Note 30,5,Fantastic build and fast performance. Camera is excellent for the price. Na real talk. Bought for my sibling.,"{'label': 'POSITIVE', 'score': 0.9998223185539246}",0.9998223185539246,POSITIVE
user_7ace51c9,2025-02-26,Infinix Note 30,5,Very happy with my purchase. Smooth UI and no lag even with many apps. Design feels cheap and plasticky.,"{'label': 'NEGATIVE', 'score': 0.9475215077400208}",0.9475215077400208,NEGATIVE
user_cc465365,2025-03-19,Infinix Note 30,4,"Great value. I recommend it to anyone looking for an affordable, powerful phone. Speakers are loud enough for calls.","{'label': 'POSITIVE', 'score': 0.9980315566062927}",0.9980315566062927,POSITIVE
user_0c5ef1ec,2025-04-08,Infinix Note 30,5,"Excellent phone, reliable and fast. Customer service was helpful too. Speakers are loud enough for calls.","{'label': 'POSITIVE', 'score': 0.9977121353149414}",0.9977121353149414,POSITIVE
user_66f7fcbc,2025-08-11,Infinix Note 30,2,The phone arrived with scratches and the charger was missing. Photos are sharp during the day. Na real talk.,"{'label': 'NEGATIVE', 'score': 0.9705827832221985}",0.9705827832221985,NEGATIVE
user_78a65af3,2024-11-10,Infinix Note 30,5,Amazing battery life and great screen — best purchase this month.,"{'label': 'POSITIVE', 'score': 0.999850869178772}",0.999850869178772,POSITIVE
user_2d50af64,2025-04-19,Infinix Note 30,1,Received a defective unit. Not recommended.,"{'label': 'NEGATIVE', 'score': 0.999756395816803}",0.999756395816803,NEGATIVE
user_9ae1395f,2025-01-05,Infinix Note 30,4,The phone arrived on time and works perfectly. Very satisfied. Design feels cheap and plasticky.,"{'label': 'POSITIVE', 'score': 0.9387747049331665}",0.9387747049331665,POSITIVE
user_f9175527,2024-12-02,Infinix Note 30,5,Exceeded my expectations. Good performance and the camera is surprisingly good.,"{'label': 'POSITIVE', 'score': 0.9998700618743896}",0.9998700618743896,POSITIVE
user_e74345a7,2025-05-11,Infinix Note 30,3,It's neither great nor terrible — decent mid-range option. Design feels cheap and plasticky. Na real talk.,"{'label': 'NEGATIVE', 'score': 0.9989874958992004}",0.9989874958992004,NEGATIVE
user_852089a6,2025-10-01,Infinix Note 30,1,Performance is sluggish and apps crash frequently. Delivery delayed by one week. Na real talk.,"{'label': 'NEGATIVE', 'score': 0.9996979236602783}",0.9996979236602783,NEGATIVE
user_8b5dcda7,2025-05-03,Infinix Note 30,5,The phone arrived on time and works perfectly. Very satisfied. Storage fills up quickly with large apps.,"{'label': 'POSITIVE', 'score': 0.9996691942214966}",0.9996691942214966,POSITIVE
user_0257b311,2024-12-04,Infinix Note 30,3,Good for the price if you don't need high-end specs.,"{'label': 'POSITIVE', 'score': 0.9995230436325073}",0.9995230436325073,POSITIVE
user_507c3654,2025-06-28,Infinix Note 30,5,Fantastic build and fast performance. Camera is excellent for the price. Design feels cheap and plasticky.,"{'label': 'POSITIVE', 'score': 0.9048511385917664}",0.9048511385917664,POSITIVE
user_a954a3a9,2025-01-20,Infinix Note 30,3,Average phone. Battery is fine but the camera could be better. Low-light photos are grainy.,"{'label': 'NEGATIVE', 'score': 0.9862005710601807}",0.9862005710601807,NEGATIVE
user_484e7892,2025-06-30,Infinix Note 30,3,It's okay — does the job but nothing special. Support was quick and helpful. Na real talk.,"{'label': 'NEGATIVE', 'score': 0.9136078953742981}",0.9136078953742981,NEGATIVE
user_521a284f,2025-08-11,Infinix Note 30,3,Works as advertised. Might consider an upgrade later. Photos are sharp during the day.,"{'label': 'POSITIVE', 'score': 0.9893907904624939}",0.9893907904624939,POSITIVE
user_55be7735,2025-09-25,Infinix Note 30,5,"Good phone, nice screen quality and the battery charges quickly. Na real talk.","{'label': 'POSITIVE', 'score': 0.9986876845359802}",0.9986876845359802,POSITIVE
user_f36d1d8b,2024-10-18,Infinix Note 30,5,"Excellent phone, reliable and fast. Customer service was helpful too.","{'label': 'POSITIVE', 'score': 0.9994518160820007}",0.9994518160820007,POSITIVE
user_c1b58618,2025-02-23,Infinix Note 30,3,Works as advertised. Might consider an upgrade later. Battery drains fast after update.,"{'label': 'NEGATIVE', 'score': 0.9898120760917664}",0.9898120760917664,NEGATIVE
user_20d14dc5,2025-03-28,Infinix Note 30,2,Performance is sluggish and apps crash frequently. Photos are sharp during the day.,"{'label': 'NEGATIVE', 'score': 0.9810839295387268}",0.9810839295387268,NEGATIVE
user_a59a6739,2025-04-21,Infinix Note 30,1,Performance is sluggish and apps crash frequently. Delivery was fast and packaging was good.,"{'label': 'POSITIVE', 'score': 0.7500548958778381}",0.7500548958778381,POSITIVE
user_de66debc,2024-11-15,Infinix Note 30,4,Very happy with my purchase. Smooth UI and no lag even with many apps. Delivery delayed by one week.,"{'label': 'POSITIVE', 'score': 0.9954943656921387}",0.9954943656921387,POSITIVE
user_665fd1a9,2024-11-21,Infinix Note 30,5,"Excellent phone, reliable and fast. Customer service was helpful too.","{'label': 'POSITIVE', 'score': 0.9994518160820007}",0.9994518160820007,POSITIVE
user_496131ad,2025-03-04,Infinix Note 30,3,Good for the price if you don't need high-end specs. Design feels cheap and plasticky. Bought for my sibling.,"{'label': 'NEGATIVE', 'score': 0.9981203675270081}",0.9981203675270081,NEGATIVE
user_f67a295d,2025-02-22,Infinix Note 30,3,Works as advertised. Might consider an upgrade later. Bought for my sibling.,"{'label': 'NEGATIVE', 'score': 0.9966493248939514}",0.9966493248939514,NEGATIVE
user_aeb7e639,2025-02-22,Infinix Note 30,4,I love this phone — great value for money and the battery lasts all day. Audio is loud and clear.,"{'label': 'POSITIVE', 'score': 0.9989643096923828}",0.9989643096923828,POSITIVE
user_bd98f20b,2025-07-31,Infinix Note 30,4,I love this phone — great value for money and the battery lasts all day.,"{'label': 'POSITIVE', 'score': 0.9987255930900574}",0.9987255930900574,POSITIVE
user_0ee5fb11,2025-03-06,Infinix Note 30,1,The phone arrived with scratches and the charger was missing. No lag when using social apps. Na real talk.,"{'label': 'NEGATIVE', 'score': 0.9991825222969055}",0.9991825222969055,NEGATIVE
user_28565f1c,2024-12-14,Infinix Note 30,5,Amazing battery life and great screen — best purchase this month. Phone lags on heavy apps/gaming.,"{'label': 'NEGATIVE', 'score': 0.777908205986023}",0.777908205986023,NEGATIVE
user_c21ecd5c,2024-12-12,Infinix Note 30,5,Solid device for the price. Battery life and display are impressive. Low-light photos are grainy.,"{'label': 'POSITIVE', 'score': 0.9995456337928772}",0.9995456337928772,POSITIVE
user_45719e04,2024-11-11,Infinix Note 30,2,Performance is sluggish and apps crash frequently. Sleek and modern design.,"{'label': 'NEGATIVE', 'score': 0.9956894516944885}",0.9956894516944885,NEGATIVE
user_8bf36129,2025-05-01,Infinix Note 30,4,Amazing battery life and great screen — best purchase this month.,"{'label': 'POSITIVE', 'score': 0.999850869178772}",0.999850869178772,POSITIVE
user_e8ff8203,2025-06-29,Infinix Note 30,2,Battery died within a few months. Wouldn't buy again. Design feels cheap and plasticky. Na real talk.,"{'label': 'NEGATIVE', 'score': 0.999645471572876}",0.999645471572876,NEGATIVE
user_7f14c606,2025-01-30,Infinix Note 30,4,"Excellent phone, reliable and fast. Customer service was helpful too. Delivery was fast and packaging was good.","{'label': 'POSITIVE', 'score': 0.9995747208595276}",0.9995747208595276,POSITIVE
user_3842e009,2025-07-16,Infinix Note 30,3,It's neither great nor terrible — decent mid-range option. No lag when using social apps.,"{'label': 'POSITIVE', 'score': 0.8313665390014648}",0.8313665390014648,POSITIVE
user_58fc2d91,2025-04-13,Infinix Note 30,1,Worst purchase ever. Regretting this buy. Bought for my sibling.,"{'label': 'NEGATIVE', 'score': 0.999792754650116}",0.999792754650116,NEGATIVE
user_7c1ebc95,2025-03-01,Infinix Note 30,3,"Decent device, but expected a bit more from the camera.","{'label': 'NEGATIVE', 'score': 0.8957948088645935}",0.8957948088645935,NEGATIVE
user_5ef1a738,2025-03-05,Infinix Note 30,5,"Good phone, nice screen quality and the battery charges quickly. Excellent price for the specs.","{'label': 'POSITIVE', 'score': 0.9992289543151855}",0.9992289543151855,POSITIVE
user_7a6396f5,2024-12-11,Infinix Note 30,5,Exceeded my expectations. Good performance and the camera is surprisingly good.,"{'label': 'POSITIVE', 'score': 0.9998700618743896}",0.9998700618743896,POSITIVE
user_a92168f2,2025-08-14,Infinix Note 30,4,Exceeded my expectations. Good performance and the camera is surprisingly good. Price is a bit high for the features.,"{'label': 'POSITIVE', 'score': 0.9998642206192017}",0.9998642206192017,POSITIVE
user_181181da,2025-02-28,Infinix Note 30,5,Very happy with my purchase. Smooth UI and no lag even with many apps. Charges to 50% in 30 mins. Na real talk.,"{'label': 'POSITIVE', 'score': 0.999512791633606}",0.999512791633606,POSITIVE
user_934000d5,2025-09-05,Infinix Note 30,2,Terrible experience. Battery drains too fast and phone heats up.,"{'label': 'NEGATIVE', 'score': 0.9985734224319458}",0.9985734224319458,NEGATIVE
user_c216e8a5,2025-02-17,Infinix Note 30,4,I love this phone — great value for money and the battery lasts all day. Low-light photos are grainy. Na real talk.,"{'label': 'POSITIVE', 'score': 0.9961243271827698}",0.9961243271827698,POSITIVE
user_268cc794,2025-09-06,Infinix Note 30,3,Not bad for the price. Some lag when switching apps.,"{'label': 'NEGATIVE', 'score': 0.9911817312240601}",0.9911817312240601,NEGATIVE
user_2d2aec66,2025-05-15,Infinix Note 30,5,"Good phone, nice screen quality and the battery charges quickly. Na real talk.","{'label': 'POSITIVE', 'score': 0.9986876845359802}",0.9986876845359802,POSITIVE
user_f95492db,2025-02-03,Infinix Note 30,5,"Good phone, nice screen quality and the battery charges quickly. Na real talk.","{'label': 'POSITIVE', 'score': 0.9986876845359802}",0.9986876845359802,POSITIVE
user_da240ef0,2025-10-16,Infinix Note 30,4,I love this phone — great value for money and the battery lasts all day.,"{'label': 'POSITIVE', 'score': 0.9987255930900574}",0.9987255930900574,POSITIVE
user_1d817127,2025-01-21,Infinix Note 30,3,"Decent device, but expected a bit more from the camera.","{'label': 'NEGATIVE', 'score': 0.8957948088645935}",0.8957948088645935,NEGATIVE
user_b337c2ab,2024-11-25,Infinix Note 30,1,Very disappointed — camera is poor and delivery was delayed.,"{'label': 'NEGATIVE', 'score': 0.9996684789657593}",0.9996684789657593,NEGATIVE
user_6344981b,2024-11-29,Infinix Note 30,4,Solid device for the price. Battery life and display are impressive. Battery drains fast after update.,"{'label': 'POSITIVE', 'score': 0.9330963492393494}",0.9330963492393494,POSITIVE
user_dd49022a,2025-04-26,Infinix Note 30,5,Amazing battery life and great screen — best purchase this month. Na real talk.,"{'label': 'POSITIVE', 'score': 0.9997859597206116}",0.9997859597206116,POSITIVE
user_2c96b900,2025-07-15,Infinix Note 30,2,Had many issues: random reboots and connectivity problems.,"{'label': 'NEGATIVE', 'score': 0.9996299743652344}",0.9996299743652344,NEGATIVE
user_46518caa,2025-07-06,Infinix Note 30,2,Very disappointed — camera is poor and delivery was delayed. Na real talk.,"{'label': 'NEGATIVE', 'score': 0.9996753931045532}",0.9996753931045532,NEGATIVE
user_1d2382f0,2025-06-09,Infinix Note 30,2,Performance is sluggish and apps crash frequently.,"{'label': 'NEGATIVE', 'score': 0.9996930360794067}",0.9996930360794067,NEGATIVE
user_1a5e347b,2025-03-26,Infinix Note 30,5,"Good phone, nice screen quality and the battery charges quickly. Battery drains fast after update. Na real talk.","{'label': 'NEGATIVE', 'score': 0.8032993078231812}",0.8032993078231812,NEGATIVE
user_31725b76,2025-01-24,Infinix Note 30,3,Functionality is acceptable; build quality is average. Delivery delayed by one week.,"{'label': 'NEGATIVE', 'score': 0.9113171696662903}",0.9113171696662903,NEGATIVE
user_82d7a888,2025-07-16,Infinix Note 30,4,Fantastic build and fast performance. Camera is excellent for the price.,"{'label': 'POSITIVE', 'score': 0.9998677968978882}",0.9998677968978882,POSITIVE
user_ca518f07,2025-07-23,Infinix Note 30,5,Solid device for the price. Battery life and display are impressive. Phone lags on heavy apps/gaming.,"{'label': 'NEGATIVE', 'score': 0.9925851225852966}",0.9925851225852966,NEGATIVE
user_eea330a7,2024-12-06,Infinix Note 30,3,"Fine for basic use, but not ideal for heavy gamers.","{'label': 'NEGATIVE', 'score': 0.9925227761268616}",0.9925227761268616,NEGATIVE
user_5a53c60c,2025-04-13,Infinix Note 30,1,Customer service was unhelpful and I want a refund. Na real talk.,"{'label': 'NEGATIVE', 'score': 0.9980071187019348}",0.9980071187019348,NEGATIVE
user_a8177a68,2025-03-06,Infinix Note 30,4,Very happy with my purchase. Smooth UI and no lag even with many apps.,"{'label': 'POSITIVE', 'score': 0.9998558759689331}",0.9998558759689331,POSITIVE
user_1ed2cc3b,2024-12-11,Infinix Note 30,5,Fantastic build and fast performance. Camera is excellent for the price. Design feels cheap and plasticky.,"{'label': 'POSITIVE', 'score': 0.9048511385917664}",0.9048511385917664,POSITIVE
user_1fd2e33e,2025-08-07,Infinix Note 30,5,"Excellent phone, reliable and fast. Customer service was helpful too. Bought for my sibling.","{'label': 'POSITIVE', 'score': 0.9994162321090698}",0.9994162321090698,POSITIVE
user_b4958f9f,2025-01-24,Infinix Note 30,4,"Great value. I recommend it to anyone looking for an affordable, powerful phone. Audio is loud and clear. Na real talk.","{'label': 'POSITIVE', 'score': 0.9993225336074829}",0.9993225336074829,POSITIVE
user_30bec0af,2025-02-07,Infinix Note 30,4,The phone arrived on time and works perfectly. Very satisfied. Speaker quality is average.,"{'label': 'POSITIVE', 'score': 0.99859219789505}",0.99859219789505,POSITIVE
user_e591276c,2025-09-02,Infinix Note 30,5,Very happy with my purchase. Smooth UI and no lag even with many apps.,"{'label': 'POSITIVE', 'score': 0.9998558759689331}",0.9998558759689331,POSITIVE
user_9ecc91be,2025-05-16,Infinix Note 30,1,Performance is sluggish and apps crash frequently.,"{'label': 'NEGATIVE', 'score': 0.9996930360794067}",0.9996930360794067,NEGATIVE
user_b9f9deea,2025-08-06,Infinix Note 30,1,Had many issues: random reboots and connectivity problems. Na real talk.,"{'label': 'NEGATIVE', 'score': 0.9991660118103027}",0.9991660118103027,NEGATIVE
user_d9073e07,2024-12-07,Infinix Note 30,5,"Excellent phone, reliable and fast. Customer service was helpful too. Charging is slower than expected.","{'label': 'NEGATIVE', 'score': 0.7954410314559937}",0.7954410314559937,NEGATIVE
user_7b11203c,2025-09-09,Infinix Note 30,2,Very disappointed — camera is poor and delivery was delayed. Speakers sound tinny at high volume.,"{'label': 'NEGATIVE', 'score': 0.9996168613433838}",0.9996168613433838,NEGATIVE
user_f41118df,2025-08-12,Infinix Note 30,5,Solid device for the price. Battery life and display are impressive.,"{'label': 'POSITIVE', 'score': 0.9998103976249695}",0.9998103976249695,POSITIVE
user_a83e727e,2025-02-01,Infinix Note 30,1,Battery died within a few months. Wouldn't buy again.,"{'label': 'NEGATIVE', 'score': 0.9996944665908813}",0.9996944665908813,NEGATIVE
user_f7aa8d55,2024-10-18,Infinix Note 30,1,Terrible experience. Battery drains too fast and phone heats up.,"{'label': 'NEGATIVE', 'score': 0.9985734224319458}",0.9985734224319458,NEGATIVE
user_b2792f15,2025-01-07,Infinix Note 30,4,The phone arrived on time and works perfectly. Very satisfied.,"{'label': 'POSITIVE', 'score': 0.9998502731323242}",0.9998502731323242,POSITIVE
user_bbe69fd9,2024-12-23,Infinix Note 30,4,Exceeded my expectations. Good performance and the camera is surprisingly good.,"{'label': 'POSITIVE', 'score': 0.9998700618743896}",0.9998700618743896,POSITIVE
user_8c6e5346,2025-10-02,Infinix Note 30,5,Amazing battery life and great screen — best purchase this month.,"{'label': 'POSITIVE', 'score': 0.999850869178772}",0.999850869178772,POSITIVE
user_ac14dd09,2025-05-21,Infinix Note 30,4,Amazing battery life and great screen — best purchase this month. Screen has minor backlight bleeding.,"{'label': 'POSITIVE', 'score': 0.9947149157524109}",0.9947149157524109,POSITIVE
user_1082695b,2025-05-17,Infinix Note 30,3,Works as advertised. Might consider an upgrade later.,"{'label': 'NEGATIVE', 'score': 0.9881848096847534}",0.9881848096847534,NEGATIVE
user_9d6ac745,2025-05-09,Infinix Note 30,5,I love this phone — great value for money and the battery lasts all day. Storage fills up quickly with large apps.,"{'label': 'POSITIVE', 'score': 0.9859446287155151}",0.9859446287155151,POSITIVE
user_dbfb87ff,2025-04-10,Infinix Note 30,2,Performance is sluggish and apps crash frequently.,"{'label': 'NEGATIVE', 'score': 0.9996930360794067}",0.9996930360794067,NEGATIVE
user_1f2eefbe,2025-09-21,Infinix Note 30,5,Fantastic build and fast performance. Camera is excellent for the price. Excellent price for the specs.,"{'label': 'POSITIVE', 'score': 0.9998562335968018}",0.9998562335968018,POSITIVE
user_c3b1ecf7,2025-07-27,Infinix Note 30,5,"Great value. I recommend it to anyone looking for an affordable, powerful phone.","{'label': 'POSITIVE', 'score': 0.9997642636299133}",0.9997642636299133,POSITIVE
user_0b783627,2025-01-26,Infinix Note 30,1,Worst purchase ever. Regretting this buy.,"{'label': 'NEGATIVE', 'score': 0.9998056292533875}",0.9998056292533875,NEGATIVE
user_d1daccad,2025-06-15,Infinix Note 30,4,Exceeded my expectations. Good performance and the camera is surprisingly good.,"{'label': 'POSITIVE', 'score': 0.9998700618743896}",0.9998700618743896,POSITIVE
user_8da59e86,2025-08-22,Infinix Note 30,5,Solid device for the price. Battery life and display are impressive. Speaker quality is average. Bought for my sibling.,"{'label': 'POSITIVE', 'score': 0.9992285966873169}",0.9992285966873169,POSITIVE
user_0cfd6408,2024-12-29,Infinix Note 30,5,Exceeded my expectations. Good performance and the camera is surprisingly good.,"{'label': 'POSITIVE', 'score': 0.9998700618743896}",0.9998700618743896,POSITIVE
user_fd2f1c92,2025-01-08,Infinix Note 30,4,Solid device for the price. Battery life and display are impressive.,"{'label': 'POSITIVE', 'score': 0.9998103976249695}",0.9998103976249695,POSITIVE
user_2c1b0004,2025-04-08,Infinix Note 30,4,Amazing battery life and great screen — best purchase this month. Na real talk. Bought for my sibling.,"{'label': 'POSITIVE', 'score': 0.9996798038482666}",0.9996798038482666,POSITIVE
user_2b5fb06c,2024-12-12,Infinix Note 30,3,"Fine for basic use, but not ideal for heavy gamers.","{'label': 'NEGATIVE', 'score': 0.9925227761268616}",0.9925227761268616,NEGATIVE
user_98b7695b,2025-08-01,Infinix Note 30,5,The phone arrived on time and works perfectly. Very satisfied. Battery lasts longer than expected.,"{'label': 'POSITIVE', 'score': 0.9991306662559509}",0.9991306662559509,POSITIVE
user_36e8ca48,2025-05-16,Infinix Note 30,3,It's neither great nor terrible — decent mid-range option. Support was not responsive.,"{'label': 'NEGATIVE', 'score': 0.9993734955787659}",0.9993734955787659,NEGATIVE
user_1dcf5cfe,2025-10-08,Infinix Note 30,5,The phone arrived on time and works perfectly. Very satisfied.,"{'label': 'POSITIVE', 'score': 0.9998502731323242}",0.9998502731323242,POSITIVE
user_4b15da23,2024-10-29,Infinix Note 30,5,Fantastic build and fast performance. Camera is excellent for the price.,"{'label': 'POSITIVE', 'score': 0.9998677968978882}",0.9998677968978882,POSITIVE
user_a2f38155,2024-12-24,Infinix Note 30,3,Good for the price if you don't need high-end specs.,"{'label': 'POSITIVE', 'score': 0.9995230436325073}",0.9995230436325073,POSITIVE
user_230d274e,2025-04-05,Infinix Note 30,4,I love this phone — great value for money and the battery lasts all day.,"{'label': 'POSITIVE', 'score': 0.9987255930900574}",0.9987255930900574,POSITIVE
user_b2d38450,2025-07-31,Infinix Note 30,4,"Good phone, nice screen quality and the battery charges quickly. Speakers are loud enough for calls. Na real talk.","{'label': 'POSITIVE', 'score': 0.9955312609672546}",0.9955312609672546,POSITIVE
user_6fcaf1c7,2025-09-15,Infinix Note 30,5,"Good phone, nice screen quality and the battery charges quickly.","{'label': 'POSITIVE', 'score': 0.9991574287414551}",0.9991574287414551,POSITIVE
user_9c8a5498,2025-07-20,Infinix Note 30,3,It's neither great nor terrible — decent mid-range option. Phone lags on heavy apps/gaming.,"{'label': 'NEGATIVE', 'score': 0.9996198415756226}",0.9996198415756226,NEGATIVE
user_4f456f2e,2025-01-04,Infinix Note 30,5,The phone arrived on time and works perfectly. Very satisfied. Phone lags on heavy apps/gaming.,"{'label': 'POSITIVE', 'score': 0.958748459815979}",0.958748459815979,POSITIVE
user_b8cd0900,2025-02-13,Infinix Note 30,4,Exceeded my expectations. Good performance and the camera is surprisingly good.,"{'label': 'POSITIVE', 'score': 0.9998700618743896}",0.9998700618743896,POSITIVE
user_81d76986,2025-08-03,Infinix Note 30,5,Exceeded my expectations. Good performance and the camera is surprisingly good. Support was not responsive.,"{'label': 'POSITIVE', 'score': 0.9951198101043701}",0.9951198101043701,POSITIVE
user_8ece1b4e,2025-06-07,Infinix Note 30,4,Exceeded my expectations. Good performance and the camera is surprisingly good.,"{'label': 'POSITIVE', 'score': 0.9998700618743896}",0.9998700618743896,POSITIVE
user_95e80d3f,2025-08-07,Infinix Note 30,3,"Decent device, but expected a bit more from the camera. Charging is slower than expected.","{'label': 'NEGATIVE', 'score': 0.9935551285743713}",0.9935551285743713,NEGATIVE
user_00535316,2025-02-17,Infinix Note 30,4,Amazing battery life and great screen — best purchase this month. Battery lasts longer than expected. Na real talk.,"{'label': 'POSITIVE', 'score': 0.9994063377380371}",0.9994063377380371,POSITIVE
user_0012327c,2025-02-15,Infinix Note 30,5,Very happy with my purchase. Smooth UI and no lag even with many apps. Charges to 50% in 30 mins.,"{'label': 'POSITIVE', 'score': 0.9996469020843506}",0.9996469020843506,POSITIVE
user_a996cc15,2025-09-01,Infinix Note 30,5,"Good phone, nice screen quality and the battery charges quickly.","{'label': 'POSITIVE', 'score': 0.9991574287414551}",0.9991574287414551,POSITIVE
user_8865a223,2025-07-19,Infinix Note 30,3,"Decent device, but expected a bit more from the camera.","{'label': 'NEGATIVE', 'score': 0.8957948088645935}",0.8957948088645935,NEGATIVE
user_c296dcb8,2025-02-05,Infinix Note 30,4,Very happy with my purchase. Smooth UI and no lag even with many apps.,"{'label': 'POSITIVE', 'score': 0.9998558759689331}",0.9998558759689331,POSITIVE
user_2788957a,2025-04-28,Infinix Note 30,4,Exceeded my expectations. Good performance and the camera is surprisingly good.,"{'label': 'POSITIVE', 'score': 0.9998700618743896}",0.9998700618743896,POSITIVE
user_606dfbc9,2025-07-10,Infinix Note 30,4,The phone arrived on time and works perfectly. Very satisfied.,"{'label': 'POSITIVE', 'score': 0.9998502731323242}",0.9998502731323242,POSITIVE
user_f541cc20,2025-05-18,Infinix Note 30,1,Performance is sluggish and apps crash frequently. Price is a bit high for the features. Na real talk.,"{'label': 'NEGATIVE', 'score': 0.9978522062301636}",0.9978522062301636,NEGATIVE
user_985219f1,2024-11-08,Infinix Note 30,5,"Good phone, nice screen quality and the battery charges quickly. Design feels cheap and plasticky. Bought for my sibling.","{'label': 'NEGATIVE', 'score': 0.9765812158584595}",0.9765812158584595,NEGATIVE
user_89f22158,2025-03-02,Infinix Note 30,4,Very happy with my purchase. Smooth UI and no lag even with many apps. Na real talk.,"{'label': 'POSITIVE', 'score': 0.9998190999031067}",0.9998190999031067,POSITIVE
user_bd9c8fb5,2025-06-18,Infinix Note 30,3,"Fine for basic use, but not ideal for heavy gamers. Speakers are loud enough for calls.","{'label': 'NEGATIVE', 'score': 0.9138193130493164}",0.9138193130493164,NEGATIVE
user_b89ca43d,2024-10-21,Infinix Note 30,4,Fantastic build and fast performance. Camera is excellent for the price.,"{'label': 'POSITIVE', 'score': 0.9998677968978882}",0.9998677968978882,POSITIVE
user_45fc9956,2025-06-25,Infinix Note 30,3,Average phone. Battery is fine but the camera could be better.,"{'label': 'NEGATIVE', 'score': 0.9793996810913086}",0.9793996810913086,NEGATIVE
user_77fa317e,2025-03-18,Infinix Note 30,5,Very happy with my purchase. Smooth UI and no lag even with many apps.,"{'label': 'POSITIVE', 'score': 0.9998558759689331}",0.9998558759689331,POSITIVE
user_dc2d37ff,2025-06-12,Infinix Note 30,3,Package arrived intact. Phone is okay for everyday tasks.,"{'label': 'POSITIVE', 'score': 0.9969357252120972}",0.9969357252120972,POSITIVE
user_5efef02e,2024-10-21,Infinix Note 30,3,Good for the price if you don't need high-end specs. Na real talk.,"{'label': 'POSITIVE', 'score': 0.9983277916908264}",0.9983277916908264,POSITIVE
user_abc8c407,2025-03-04,Infinix Note 30,4,Amazing battery life and great screen — best purchase this month. Charges to 50% in 30 mins.,"{'label': 'POSITIVE', 'score': 0.9995991587638855}",0.9995991587638855,POSITIVE
user_66f12d96,2025-09-18,Infinix Note 30,5,"Good phone, nice screen quality and the battery charges quickly. Na real talk.","{'label': 'POSITIVE', 'score': 0.9986876845359802}",0.9986876845359802,POSITIVE
user_6fe17c44,2025-05-12,Infinix Note 30,4,The phone arrived on time and works perfectly. Very satisfied.,"{'label': 'POSITIVE', 'score': 0.9998502731323242}",0.9998502731323242,POSITIVE
user_b0124f83,2025-04-23,Infinix Note 30,3,Functionality is acceptable; build quality is average. Battery lasts longer than expected. Bought for my sibling.,"{'label': 'NEGATIVE', 'score': 0.894885778427124}",0.894885778427124,NEGATIVE
user_729ab61e,2025-02-17,Infinix Note 30,3,It's neither great nor terrible — decent mid-range option. Bought for my sibling.,"{'label': 'NEGATIVE', 'score': 0.9831082224845886}",0.9831082224845886,NEGATIVE
user_49bf523b,2025-04-06,Infinix Note 30,5,"Great value. I recommend it to anyone looking for an affordable, powerful phone. Delivery delayed by one week.","{'label': 'NEGATIVE', 'score': 0.9569696187973022}",0.9569696187973022,NEGATIVE
user_fcb7b2b4,2025-08-12,Infinix Note 30,4,The phone arrived on time and works perfectly. Very satisfied. No lag when using social apps.,"{'label': 'POSITIVE', 'score': 0.9998039603233337}",0.9998039603233337,POSITIVE
user_68e11a15,2025-02-21,Infinix Note 30,3,"Decent device, but expected a bit more from the camera.","{'label': 'NEGATIVE', 'score': 0.8957948088645935}",0.8957948088645935,NEGATIVE
user_bcda3ce5,2025-02-23,Infinix Note 30,3,It's neither great nor terrible — decent mid-range option.,"{'label': 'NEGATIVE', 'score': 0.9693906903266907}",0.9693906903266907,NEGATIVE
